,ATC_Code,cids,Compound_Name
1405,B03BA01,25102581,Cyanocobalamin
1406,J01FA06,25102720,Roxithromycin
1407,L01EX07,25102847,Cabozantinib
1408,L01EJ01,25126798,Ruxolitinib
1409,J05AR23,25134325,Atazanavir and ritonavir
1410,N07AX03,25137844,Cevimeline
1411,J01CE08,25137901,Benzathine benzylpenicillin
1412,L01EX14,25141092,Entrectinib
1413,L01EX17,25145656,Capmatinib
1414,L01EX15,25151352,Pexidartinib
1415,V03AX03,25151504,Cobicistat
1416,J05AP07,25154714,Daclatasvir
1417,C02DB04,2515,Cadralazine
1418,L01XJ03,25166913,Glasdegib
1419,L01EX21,25171648,Tepotinib
1420,L01XG03,25183872,Ixazomib
1421,J01XX12,25185057,Lefamulin
1422,B03BA01,25195380,Cyanocobalamin
1423,L01EG03,25199957,Ridaforolimus
1424,D11AX26,2519,Caffeine
1425,N06BX06,25202509,Citicoline
1426,V08CA10,25203894,Gadoxetic acid
1427,C08DA01,2520,Verapamil
1428,M03BX07,25215,Tetrazepam
1429,V08AA08,25229,Iocarmic acid
1430,J01FA16,25242512,Solithromycin
1431,J01XX09,25246315,Daptomycin
1432,J02AX04,25246317,Caspofungin
1433,A14AA02,25249,Stanozolol
1434,V08AA02,2528,Metrizoic acid
1435,D04AA09,25295,Chloropyramine
1436,B02AB04,2536,Camostat
1437,N06AA14,25382,Melitracen
1438,M05BA02,25419,Clodronic acid
1439,C09CA06,2541,Candesartan
1440,C01EB23,254566,Tiazotic acid
1441,C10AD03,25495,Nicofuranose
1442,B05XA04,25517,Ammonium chloride
1443,N03AF01,2554,Carbamazepine
1444,A12AA02,25557,Calcium glubionate
1445,B02BX02,2557,Carbazochrome
1446,R05DB05,2562,Pentoxyverine
1447,R06AA08,2564,Carbinoxamine
1448,R03AC15,25654,Reproterol
1449,L01AC03,2569,Carboquone
1450,M03BA02,2576,Carisoprodol
1451,L01BC04,2577,Carmofur
1452,L01AD01,2578,Carmustine
1453,M03BA05,25803,Febarbamate
1454,C07AA15,2583,Carteolol
1455,J01DF02,2584,Carumonam
1456,C07AG02,2585,Carvedilol
1457,L01XX11,259331,Estramustine
1458,A12CE01,25960,Sodium selenate
1459,N05CM11,259,Bromides
1460,C01DX01,26000,Itramin tosilate
1461,N06AF04,26070,Tranylcypromine
1462,M01AX04,26098,Azapropazone
1463,D07AB02,26133,Hydrocortisone butyrate
1464,J01DE01,2622,Cefepime
1465,M01AX21,26248,Diacerein
1466,J01DD05,2624,Cefmenoxime
1467,J01DD09,2628,Cefodizime
1468,A04AD05,26388,Metopimazine
1469,J01DE03,2639,Cefozopran
1470,V09IA06,26476,Technetium (99mTc) arcitumomab
1471,J01DD02,2650,Ceftazidime
1472,G03AC07,265249,Norgestrienone
1473,J01DD07,2655,Ceftizoxime
1474,J01DC02,2659,Cefuroxime
1475,C03BA10,26618,Xipamide
1476,L01XX33,2662,Celecoxib
1477,C07AB08,2663,Celiprolol
1478,G01AA11,266651,Pentamycin
1479,N04BD01,26757,Selegiline
1480,R06AE07,2678,Cetirizine
1481,D08AJ02,2681,Cetrimonium
1482,B05CA01,2683,Cetylpyridinium
1483,N07AX03,2684,Cevimeline
1484,P02CE01,26879,Levamisole
1485,R01BA01,26934,Phenylpropanolamine
1486,R05DB03,26937,Clobutinol
1487,B06AB01,26945,Hemin
1488,D04AA14,26987,Clemastine
1489,N05CC01,2707,Chloral hydrate
1490,L01AA02,2708,Chlorambucil
1491,R06AE04,2710,Chlorcyclizine
1492,N05BA02,2712,Chlordiazepoxide
1493,M03BB02,2717,Chlormezanone
1494,P01BA01,2719,Chloroquine
1495,J01BA02,27200,Thiamphenicol
1496,C03AA04,2720,Chlorothiazide
1497,L01BB03,2723601,Tioguanine
1498,A01AB10,2723719,Natamycin
1499,S01AX10,2723816,Sodium propionate
1500,V04CH02,2723854,Indigo carmine
1501,V06DC02,2723872,Fructose
1502,A04AD01,2723877,Scopolamine
1503,A09AB01,2723891,Glutamic acid hydrochloride
1504,D08AE05,2723,Chloroxylenol
1505,V03AB31,2724251,Prussian blue
1506,J04AA02,2724368,Sodium aminosalicylate
1507,C01AA05,2724385,Digoxin
1508,R06AB04,2725,Chlorphenamine
1509,N05AA01,2726,Chlorpromazine
1510,A10BB02,2727,Chlorpropamide
1511,D10AF01,27281318,Clindamycin
1512,J01CE05,272833,Pheneticillin
1513,N05AF03,2729,Chlorprothixene
1514,C03BA04,2732,Chlortalidone
1515,L01AD04,2733335,Streptozocin
1516,L02BA01,2733526,Tamoxifen
1517,M03BB03,2733,Chlorzoxazone
1518,M09AA01,2734756,Hydroquinine
1519,N02CX01,27400,Pizotifen
1520,J01DB01,27447,Cefalexin
1521,C01DX03,27454,Oxyfedrine
1522,B03AB03,27461,Sodium feredetate
1523,C01BG07,2747,Cibenzoline
1524,D01AE14,2749,Ciclopirox
1525,C01DX09,27501,Imolamine
1526,R05DA07,275196,Noscapine
1527,B01AC23,2754,Cilostazol
1528,A02BA01,2756,Cimetidine
1529,L01CB02,275784,Teniposide
1530,R05CA13,2758,Cineole
1531,J04AD03,2761171,Ethionamide
1532,J01MB06,2762,Cinoxacin
1533,C10AB08,2763,Ciprofibrate
1534,V08AC07,27648,Iocetamic acid
1535,J01MA02,2764,Ciprofloxacin
1536,C01DA14,27661,Isosorbide mononitrate
1537,A03FA02,2769,Cisapride
1538,N06AB04,2771,Citalopram
1539,A03FA06,2780,Clebopride
1540,G03XA02,27812,Gestrinone
1541,R03AC14,2783,Clenbuterol
1542,D10AF01,2786,Clindamycin
1543,D08AH30,2788,Clioquinol
1544,N05BA09,2789,Clobazam
1545,D04AA03,27901,Thenalidine
1546,J04BA01,2794,Clofazimine
1547,R05DB10,2795,Clofedanol
1548,C10AB01,2796,Clofibrate
1549,H01BA02,27991,Desmopressin
1550,J01XX03,2799,Clofoctol
1551,G03GB02,2800,Clomifene
1552,N06AA04,2801,Clomipramine
1553,N03AE01,2802,Clonazepam
1554,C02AC01,2803,Clonidine
1555,C03BA03,2804,Clopamide
1556,R05DB21,2805,Cloperastine
1557,G01AF06,28061,Ornidazole
1558,V03AN02,280,Carbon dioxide
1559,J01FA07,28107,Josamycin
1560,N05BA21,2811,Clotiazepam
1561,A01AB18,2812,Clotrimazole
1562,N05BA22,2816,Cloxazolam
1563,V04CX08,281,Carbon monoxide
1564,J02AX04,2826718,Caspofungin
1565,A12AA10,28327,Calcium glucoheptonate
1566,R03DA06,28329,Etamiphylline
1567,G03XA01,28417,Danazol
1568,N05BD01,28425,Benzoctamine
1569,L01XX40,285033,Omacetaxine mepesuccinate
1570,C01AA07,28620,Deslanoside
1571,R01AA10,28688,Metizoline
1572,A06AB09,28689,Bisoxatin
1573,G02CB05,28693,Metergoline
1574,J01MB01,287180,Rosoxacin
1575,M03BX05,287691,Thiocolchicoside
1576,A07EB01,2882,Cromoglicic acid
1577,G02CB02,28864,Lisuride
1578,M01AB10,28871,Fentiazac
1579,R05DB13,28892,Butamirate
1580,S01BA12,289085,Formocortal
1581,C04AX01,2893,Cyclandelate
1582,M03BX08,2895,Cyclobenzaprine
1583,G03GB01,2898,Cyclofenil
1584,D10AF01,29029,Clindamycin
1585,C03AA07,2904,Cyclopenthiazide
1586,L01DC02,29051,Plicamycin
1587,S01FA04,2905,Cyclopentolate
1588,L01AA01,2907,Cyclophosphamide
1589,B01AC01,29088,Ditazole
1590,C03AA09,2910,Cyclothiazide
1591,P03BA02,2912,Cypermethrin
1592,R06AX02,2913,Cyproheptadine
1593,L01AD04,29327,Streptozocin
1594,L01AX04,2942,Dacarbazine
1595,A06AB03,2950,Dantron
1596,M03CA01,2952,Dantrolene
1597,D10AX05,2955,Dapsone
1598,A01AB14,29563,Benzoxonium chloride
1599,B05CA05,29566,Taurolidine
1600,C02CC04,2966,Debrisoquine
1601,V03AC02,2972,Deferiprone
1602,V03AC01,2973,Deferoxamine
1603,C02AA06,297930,Methoserpidine
1604,A07BA01,297,Medicinal charcoal
1605,J01DE02,29922397,Cefpirome
1606,D08AH01,2993,Dequalinium
1607,N06AA01,2995,Desipramine
1608,C05BX01,29963,Calcium dobesilate
1609,N05BA16,2997,Nordazepam
1610,J01MA15,29980780,Gemifloxacin
1611,D06AX01,3000226,Fusidic acid
1612,A04AD01,3000322,Scopolamine
1613,P01BE04,3000469,Artemotil
1614,J04AB30,3000502,Capreomycin
1615,P01BC02,3000506,Mefloquine
1616,P01BC02,3000516,Mefloquine
1617,P01BE05,3000518,Artenimol
1618,J01FF02,3000540,Lincomycin
1619,J01EB08,3000579,Sulfathiourea
1620,N01AF03,3000715,Thiopental
1621,A02BA02,3001055,Ranitidine
1622,J04AD02,3001386,Tiocarlide
1623,A11DA02,3002120,Sulbutiamine
1624,J01FA15,3002190,Telithromycin
1625,J05AX09,3002977,Maraviroc
1626,D01AC18,3003141,Luliconazole
1627,L02BA02,3005573,Toremifene
1628,N06BA01,3007,Amfetamine
1629,D11AX16,3009,Eflornithine
1630,J05AP02,3010818,Telaprevir
1631,L01BB07,3011155,Nelarabine
1632,N02AX01,30131,Tilidine
1633,N04AA11,30160,Bornaprine
1634,N05BA01,3016,Diazepam
1635,C02DA01,3019,Diazoxide
1636,N06AX18,3022645,Reboxetine
1637,C05AD04,3025,Cinchocaine
1638,P03BX03,3026,Dibutylphthalate
1639,N05AN01,3028194,Lithium
1640,L02AA04,3032325,Fosfestrol
1641,L01DB02,30323,Daunorubicin
1642,C01BA01,3032576,Quinidine
1643,A11DA03,3032771,Benfotiamine
1644,B01AX04,3032806,Dermatan sulfate
1645,N02AE01,3033050,Buprenorphine
1646,N02AX03,3033053,Dezocine
1647,N06BX17,3033226,Adrafinil
1648,L01DB08,3033521,Pirarubicin
1649,S01EX02,3033538,Dapiprazole
1650,N05CD13,3033621,Cinolazepam
1651,A02BA04,3033637,Nizatidine
1652,A04AA04,3033818,Dolasetron
1653,C01CX08,3033825,Levosimendan
1654,N05CD11,3033860,Loprazolam
1655,A02BA07,3033887,Ranitidine bismuth citrate
1656,A02BA05,3033952,Niperotidine
1657,A03AC04,3033975,Nicofetamide
1658,D01AC13,3033988,Omoconazole
1659,J01XE02,3033989,Nifurtoinol
1660,D11AX18,3033,Diclofenac
1661,A08AB01,3034010,Orlistat
1662,G01AE01,3034019,Sulfatolamide
1663,P01BC01,3034034,Quinine
1664,N04AA12,3034047,Tropatepine
1665,R03AC13,3034756,Formoterol
1666,L01DB10,3035016,Amrubicin
1667,J02AX04,3035406,Caspofungin
1668,G03XC05,3036505,Ospemifene
1669,C01BA01,3036746,Quinidine
1670,N05AH05,3036780,Asenapine
1671,A12CC09,3036905,Magnesium orotate
1672,P03AB01,3036,Clofenotane
1673,S01AA22,3037206,Micronomicin
1674,J01GB11,3037209,Isepamicin
1675,A14AA04,3037705,Metenolone
1676,R05DA11,3037918,Dimemorfan
1677,P02DX02,3037,Dichlorophen
1678,S01EC02,3038,Diclofenamide
1679,A03AA07,3042,Dicycloverine
1680,R05CB14,3047787,Neltenexine
1681,R05DB26,3047788,Nepinalone
1682,N02AD02,3048356,Phenazocine
1683,D08AE02,3050404,Policresulen
1684,A06AX05,3052762,Prucalopride
1685,N04BD02,3052776,Rasagiline
1686,P02CB02,3052,Diethylcarbamazine
1687,N02BA11,3059,Diflunisal
1688,L01EA02,3062316,Dasatinib
1689,N07BC04,30668,Lofexidine
1690,J01DB08,30699,Cefapirin
1691,A11CC02,3070,Dihydrotachysterol
1692,C01DX10,3074,Dilazep
1693,R07AB08,3078,Dimefline
1694,V08CA07,3080636,Ferric ammonium citrate
1695,V03AB09,3080,Dimercaprol
1696,V09FX04,3081095,Sodium iodide (124I)
1697,L01EX04,3081361,Vandetanib
1698,J01XA03,3081362,Telavancin
1699,L03AX13,3081884,Glatiramer acetate
1700,C05BB03,3082460,Invert sugar
1701,R03AC13,3083544,Formoterol
1702,R02AB03,3084092,Fusafungine
1703,N04AA08,30843,Dexetimide
1704,N03AB03,3084726,Amino(diphenylhydantoin) valeric acid
1705,V03AE02,3085017,Sevelamer
1706,D11AX22,3085416,Ivermectin
1707,V08CA02,3085828,Gadoteric acid
1708,G02CB04,3086400,Quinagolide
1709,G02CB04,3086401,Quinagolide
1710,V09AB03,3086674,Iodine ioflupane (123I)
1711,C05CA05,3087722,Hidrosmin
1712,N02CX05,3089,Dimetotiazine
1713,C04AX23,30949,Butalamine
1714,M01AB06,30951,Alclofenac
1715,A03AX30,30966,Trimethyldiphenylpropylamine
1716,D04AA32,3100,Diphenhydramine
1717,D06BA01,31011,Silver sulfadiazine
1718,R06AA07,3103,Diphenylpyraline
1719,S01EA02,3105,Dipivefrine
1720,H03BB01,31072,Carbimazole
1721,B01AC07,3108,Dipyridamole
1722,R01AX03,31098,Ipratropium bromide
1723,G02CB01,31101,Bromocriptine
1724,C01BA03,3114,Disopyramide
1725,N07AA03,3116,Distigmine
1726,N07BB01,3117,Disulfiram
1727,A09AB04,311,Citric acid
1728,N03AG01,3121,Valproic acid
1729,N05CC05,31264,Paraldehyde
1730,A01AC01,31307,Triamcinolone
1731,A06AB01,31315,Oxyphenisatine
1732,V08AA09,31346,Methiodal
1733,H02AA02,31378,Fludrocortisone
1734,A09AB03,313,Hydrochloric acid
1735,A05AA02,31401,Ursodeoxycholic acid
1736,S01ED04,31477,Metipranolol
1737,A04AA04,3148,Dolasetron
1738,A01AB06,3149,Domiphen
1739,M01AX13,31508,Proquazone
1740,C01CA12,31513,Dimetofrine
1741,A03FA03,3151,Domperidone
1742,N06DA02,3152,Donepezil
1743,A05BA03,31553,Silymarin
1744,N06AA16,3155,Dosulepin
1745,R07AB01,3156,Doxapram
1746,C02CA04,3157,Doxazosin
1747,D04AX01,3158,Doxepin
1748,P01CA02,31593,Benznidazole
1749,R06AA09,3162,Doxylamine
1750,N05BA13,31640,Halazepam
1751,N05AD08,3168,Droperidol
1752,R05DB19,3169,Dropropizine
1753,L01DB01,31703,Doxorubicin
1754,G02CA01,31728,Ritodrine
1755,P01CC01,31772,Nifurtimox
1756,R05DB14,31796,Fedrilate
1757,A03AB13,31800,Bevonium
1758,N01BX02,3180,Dyclonine
1759,R03DA01,3182,Diprophylline
1760,R06AX22,3191,Ebastine
1761,D01AC03,3198,Econazole
1762,V04CX07,3202,Edrophonium
1763,A16AB15,32051,Velmanase alfa
1764,N01BB08,32170,Articaine
1765,S01GX06,3219,Emedastine
1766,N01AB04,3226,Enflurane
1767,H01AB01,32281,Thyrotropin alfa
1768,J01MA04,3229,Enoxacin
1769,A02BB02,3231,Enprostil
1770,N02AX01,32329,Tilidine
1771,S01JA02,32343,Rose bengal sodium
1772,M03BX09,3236,Eperisone
1773,R06AX24,3241,Epinastine
1774,R05CB04,3245,Eprazinone
1775,N05CD04,3261,Estazolam
1776,C05BA02,3270262,Sodium apolate
1777,B01AX04,32756,Dermatan sulfate
1778,C01DX07,3275,Etafenone
1779,A10BB11,32778,Glisoxepide
1780,C03CC01,3278,Etacrynic acid
1781,N02BA07,3282,Ethenzamide
1782,N01AA01,3283,Diethyl ether
1783,N04AA05,3290,Profenamine
1784,N03AD01,3291,Ethosuximide
1785,N03AB01,3292,Ethotoin
1786,N05BA18,3299,Ethyl loflazepate
1787,R06AB02,33036,Dexchlorpheniramine
1788,J01GB10,33042,Ribostamycin
1789,M05BA01,3305,Etidronic acid
1790,C01CA01,3306,Etilefrine
1791,N05BA19,3307,Etizolam
1792,M01AB08,3308,Etodolac
1793,J05AB09,3324,Famciclovir
1794,J01DB04,33255,Cefazolin
1795,A02BA03,3325,Famotidine
1796,N03AX10,3331,Felbamate
1797,M02AA08,3332,Felbinac
1798,C08CA02,3333,Felodipine
1799,P02CA06,3334,Fenbendazole
1800,M01AE05,3335,Fenbufen
1801,C08EA01,3336,Fendiline
1802,A08AA02,3337,Fenfluramine
1803,C10AB05,3339,Fenofibrate
1804,C01CA19,3341,Fenoldopam
1805,M01AE04,3342,Fenoprofen
1806,G02CA03,3343,Fenoterol
1807,R03BX01,3344,Fenspiride
1808,N01AH01,3345,Fentanyl
1809,J01CA02,33478,Pivampicillin
1810,R06AX26,3348,Fexofenadine
1811,N06BX05,3351,Fipexide
1812,G04BD02,3354,Flavoxate
1813,C01BC04,3356,Flecainide
1814,G02CA01,33572,Ritodrine
1815,J01MA08,3357,Fleroxacin
1816,N02BG04,3360,Floctafenine
1817,J01CA04,33613,Amoxicillin
1818,C07AA06,33624,Timolol
1819,C02CA02,33625,Indoramin
1820,N05AG03,33630,Penfluridol
1821,A10BB04,33649,Glibornuride
1822,D01AC15,3365,Fluconazole
1823,D01AE21,3366,Flucytosine
1824,G01AA08,33672,Carfecillin
1825,M01AB13,33675,Oxametacin
1826,N05BA17,3369,Fludiazepam
1827,M01AG03,3371,Flufenamic acid
1828,N05AB02,3372,Fluphenazine
1829,V03AB25,3373,Flumazenil
1830,N02AX02,33741,Tramadol
1831,N05BA10,33746,Ketazolam
1832,J01MB07,3374,Flumequine
1833,N05CD03,3380,Flunitrazepam
1834,L01BC02,3385,Fluorouracil
1835,N06AB03,3386,Fluoxetine
1836,R07AB07,33887,Almitrine
1837,D01AE12,338,Salicylic acid
1838,N05CD01,3393,Flurazepam
1839,M01AE09,3394,Flurbiprofen
1840,N05AG01,3396,Fluspirilene
1841,L02BB01,3397,Flutamide
1842,D01AC16,3401,Flutrimazole
1843,C10AA04,3403,Fluvastatin
1844,C04AE02,34040,Nicergoline
1845,G04BD01,34055,Emepronium
1846,V03AB34,3406,Fomepizole
1847,R03AC13,3410,Formoterol
1848,R01AA13,34154,Tymazoline
1849,J05AD01,3415,Foscarnet
1850,C09AA09,3420,Fosinopril
1851,L01XH02,3425,Romidepsin
1852,P01AX10,3430,Fumagillin
1853,N03AF02,34312,Oxcarbazepine
1854,A07DA04,34328,Difenoxin
1855,G01AX06,3435,Furazolidone
1856,C03CA01,3440,Furosemide
1857,L01AA08,34457,Prednimustine
1858,N03AX12,3446,Gabapentin
1859,N06AG03,34521,Toloxatone
1860,V08AA05,34536,Ioxitalamic acid
1861,G02AD03,3462,Gemeprost
1862,C01BG01,34633,Moracizine
1863,C10AB04,3463,Gemfibrozil
1864,D06AX07,3467,Gentamicin
1865,L01CB02,34698,Teniposide
1866,N02BG03,3474,Glafenine
1867,A16AA02,34755,Ademetionine
1868,A16AA02,34756,Ademetionine
1869,A10BB09,3475,Gliclazide
1870,A10BB12,3476,Glimepiride
1871,A10BB07,3478,Glipizide
1872,N06AA19,34870,Amineptine
1873,R03BB02,34875,Oxitropium bromide
1874,N05CE01,3487,Glutethimide
1875,A10BB01,3488,Glibenclamide
1876,A03AB02,3494,Glycopyrronium bromide
1877,A05BA08,3495,Glycyrrhizic acid
1878,A04AA02,3510,Granisetron
1879,S01XA01,3515,Guaiazulen
1880,R05CA03,3516,Guaifenesin
1881,C02CC02,3518,Guanethidine
1882,C02AC02,3519,Guanfacine
1883,R03AC17,35330,Bitolterol
1884,J05AF01,35370,Zidovudine
1885,M02AA06,35375,Etofenamate
1886,M01AX18,35455,Feprazone
1887,C04AX32,3547,Fasudil
1888,N05AD01,3559,Haloperidol
1889,D01AE11,3561,Haloprogin
1890,N01AB01,3562,Halothane
1891,V08AC01,35740,Iodoxamic acid
1892,P02CA05,35802,Flubendazole
1893,P02CA04,35803,Ciclobendazole
1894,G03XC04,35805,Ormeloxifene
1895,J01EE01,358641,Sulfamethoxazole and trimethoprim
1896,C01DX08,3590,Heptaminol
1897,M01AE08,35935,Pirprofen
1898,R05DB25,35949,Morclofone
1899,D08AE01,3598,Hexachlorophene
1900,P01CX04,3599,Miltefosine
1901,A03AX12,359,Phloroglucinol
1902,M03AC05,3601,Hexafluronium
1903,C02CC06,36054,Guanazodine
1904,A01AB12,3607,Hexetidine
1905,R05CB07,36089,Sobrerol
1906,N01AF02,3608,Hexobarbital
1907,R03AC06,3609,Hexoprenaline
1908,N06AX13,36109,Medifoxamine
1909,R02AA12,3610,Hexylresorcinol
1910,J01GB08,36119,Sisomicin
1911,C01BD03,36131,Bunaftine
1912,S01FA05,3623,Homatropine
1913,J01CA11,36273,Mecillinam
1914,R03AC05,36283,Rimiterol
1915,J01GB01,36294,Tobramycin
1916,L01CD01,36314,Paclitaxel
1917,N01AX07,36339,Etomidate
1918,C02DB02,3637,Hydralazine
1919,C03AA03,3639,Hydrochlorothiazide
1920,D08AX04,3641960,Tosylchloramide sodium
1921,L01CB01,36462,Etoposide
1922,C03AA02,3647,Hydroflumethiazide
1923,C01BA13,3649,Hydroquinidine
1924,P01BA02,3652,Hydroxychloroquine
1925,L01XX05,3657,Hydroxycarbamide
1926,N05BB01,3658,Hydroxyzine
1927,N06BX06,36605,Citicoline
1928,A03BA03,3661,Hyoscyamine
1929,J01DE02,36688160,Cefpirome
1930,G03DB07,36709,Promegestone
1931,R03DC04,3671,Ibudilast
1932,C01EB16,3672,Ibuprofen
1933,N06AF03,3675,Phenelzine
1934,C01BB01,3676,Lidocaine
1935,C01CA11,3677,Mephentermine
1936,A03AX08,3678,Alverine
1937,C01CA07,36811,Dobutamine
1938,N02CX06,36846,Oxetorone
1939,N06BX13,3686,Idebenone
1940,C04AX28,3689,Ifenprodil
1941,L01AA06,3690,Ifosfamide
1942,R05DB15,36910,Zipeprol
1943,C07AA16,36920,Tertatolol
1944,J01CA13,36921,Ticarcillin
1945,R05CB07,369311,Sobrerol
1946,N06AA02,3696,Imipramine
1947,R03AC10,36976,Carbuterol
1948,C01CE01,3698,Amrinone
1949,C03BA11,3702,Indapamide
1950,C01EB03,3715,Indometacin
1951,L01CA02,3717450,Vincristine
1952,M01AE10,3718,Indoprofen
1953,C04AC03,3720,Inositol nicotinate
1954,V08AA03,3723,Iodamide
1955,V08AB09,3724,Iodixanol
1956,C02CA03,37264,Trimazosin
1957,G01AC01,3728,Diiodohydroxyquinoline
1958,V08AB02,3730,Iohexol
1959,V08AB10,3731,Iomeprol
1960,V08AC06,3735,Iopanoic acid
1961,N05BA15,37367,Camazepam
1962,V08AB05,3736,Iopromide
1963,V08AA04,3737,Iotalamic acid
1964,V08AB06,3738,Iotrolan
1965,P01BX01,37393,Halofantrine
1966,V08AC04,3739,Adipiodone
1967,V08AC02,3740,Iotroxic acid
1968,V08AB07,3741,Ioversol
1969,N02BA16,37425,Imidazole salicylate
1970,V08AB03,3742,Ioxaglic acid
1971,V08AB12,3743,Ioxilan
1972,C07AA23,37464,Penbutolol
1973,M05BX01,3747,Ipriflavone
1974,N06AF05,3748,Iproniazide
1975,N01BB07,37497,Etidocaine
1976,C09CA04,3749,Irbesartan
1977,J05AP01,37542,Ribavirin
1978,N06AF01,3759,Isocarboxazid
1979,D01AC05,3760,Isoconazole
1980,R03AC07,3762,Isoetarine
1981,N05BA07,37632,Adinazolam
1982,N01AB06,3763,Isoflurane
1983,J04AC01,3767,Isoniazid
1984,L03AX01,37723,Lentinan
1985,A03AB09,3775,Isopropamide
1986,D06AX12,37768,Amikacin
1987,D08AX05,3776,Isopropanol
1988,N02BB04,3778,Propyphenazone
1989,C01CA02,3779,Isoprenaline
1990,D04AA22,3781,Isothipendyl
1991,C04AA01,3783,Isoxsuprine
1992,C08CA03,3784,Isradipine
1993,A03FA07,3792,Itopride
1994,J02AC02,3793,Itraconazole
1995,L03AX18,38072,Cridanimod
1996,J01DB09,38103,Cefradine
1997,N01AX03,3821,Ketamine
1998,C02KD01,3822,Ketanserin
1999,L01CA01,3823887,Vinblastine
2000,D01AC08,3823,Ketoconazole
2001,M01AA06,3824,Kebuzone
2002,M01AE03,3825,Ketoprofen
2003,M01AB15,3826,Ketorolac
2004,R06AX17,3827,Ketotifen
2005,H01CB02,383414,Octreotide
2006,C03CC02,38409,Tienilic acid
2007,N05CD12,38668,Doxefazepam
2008,C07AG01,3869,Labetalol
2009,A06AD11,3872,Lactulose
2010,L01XG01,387447,Bortezomib
2011,N03AX09,3878,Lamotrigine
2012,A02BC03,3883,Lansoprazole
2013,C02AB01,38853,Methyldopa (levorotatory)
2014,C01BB03,38945,Tocainide
2015,L04AA13,3899,Leflunomide
2016,L02BG04,3902,Letrozole
2017,J01CA16,39031,Sulbenicillin
2018,C10AB02,39042,Bezafibrate
2019,C07AA12,39147,Nadolol
2020,C05AE03,39186,Diltiazem
2021,L01AD06,39214,Nimustine
2022,J05AE03,392622,Ritonavir
2023,C08EX01,3926,Lidoflazine
2024,N06BX09,3932,Linopirdine
2025,S01ED03,39468,Levobunolol
2026,N06AA07,3947,Lofepramine
2027,J01MA07,3948,Lomefloxacin
2028,L01AD02,3950,Lomustine
2029,A07DA03,3955,Loperamide
2030,L01XX07,39562,Lonidamine
2031,R06AX13,3957,Loratadine
2032,N05BA06,3958,Lorazepam
2033,C09CA01,3961,Losartan
2034,N05AH01,3964,Loxapine
2035,C01BA04,3966,Sparteine
2036,C01DX14,39758,Cinepazet
2037,M03AC03,39765,Vecuronium
2038,M01AE14,39912,Dexibuprofen
2039,M01AE06,39941,Benoxaprofen
2040,D06BA03,3998,Mafenide
2041,P03AX03,4004,Malathion
2042,C08CA11,4008,Manidipine
2043,N06AA21,4011,Maprotiline
2044,N04AA10,4019,Mazaticol
2045,A08AA05,4020,Mazindol
2046,N07XX14,4021,Edaravone
2047,P02CA01,4030,Mebendazole
2048,A03AA04,4031,Mebeverine
2049,P03AC04,40326,Permethrin
2050,C02BB01,4032,Mecamylamine
2051,L01AA05,4033,Chlormethine
2052,R06AE05,4034,Meclozine
2053,M01AG04,4037,Meclofenamic acid
2054,N05BA14,40391,Pinazepam
2055,N06BX01,4039,Meclofenoxate
2056,N05BA03,4041,Medazepam
2057,M01AG01,4044,Mefenamic acid
2058,P01BC02,4046,Mefloquine
2059,P01AX10,40473210,Fumagillin
2060,C03BA05,4047,Mefruside
2061,B06AA04,4052643,Chymotrypsin
2062,N06DX01,4054,Memantine
2063,B02BA02,4055,Menadione
2064,A03AB12,4057,Mepenzolate
2065,P03BA03,40585,Decamethrin
2066,N06AB09,40589,Etoperidone
2067,N02AB02,4058,Pethidine
2068,M03BX06,4059,Mephenesin
2069,N03AB04,4060,Mephenytoin
2070,N01BB03,4062,Mepivacaine
2071,L04AX05,40632,Pirfenidone
2072,N05BC01,4064,Meprobamate
2073,R06AD07,4066,Mequitazine
2074,D08AK04,4068,Merbromin
2075,P01BC02,40692,Mefloquine
2076,A03AX04,40704,Pinaverium
2077,A07EC02,4075,Mesalazine
2078,N05AC03,4078,Mesoridazine
2079,L01CA03,40839,Vindesine
2080,R03AB03,4086,Orciprenaline
2081,A10BA02,4091,Metformin
2082,N07BC02,4095,Methadone
2083,G03AC09,40973,Desogestrel
2084,A03AB07,4097,Methantheline
2085,R06AC05,4098,Methapyrilene
2086,N03AA30,4099,Metharbital
2087,D08AG02,410087,Povidone-iodine
2088,S01EC05,4100,Methazolamide
2089,J01XX05,4101,Methenamine
2090,N02AX05,41049,Meptazinol
2091,M03BA03,4107,Methocarbamol
2092,D05AD02,4114,Methoxsalen
2093,N02BG09,4116,Methoxyflurane
2094,R03CB02,4117,Methoxyphenamine
2095,C03AA08,4121,Methyclothiazide
2096,B05AA05,4125253,Dextran
2097,D08AK04,413457,Merbromin
2098,J01DC02,41375,Cefuroxime
2099,C03CD01,41386,Muzolimine
2100,C02AB02,4138,Methyldopa (racemic)
2101,N06BA04,4158,Methylphenidate
2102,N05CE02,4162,Methyprylon
2103,C03BA09,4165,Meticrane
2104,N04AA03,4167,Metixene
2105,P01AX11,41684,Nitazoxanide
2106,A03FA01,4168,Metoclopramide
2107,N01AH03,41693,Sufentanil
2108,C03BA08,4170,Metolazone
2109,C07AB02,4171,Metoprolol
2110,A01AB17,4173,Metronidazole
2111,V04CD01,4174,Metyrapone
2112,A10BF01,41774,Acarbose
2113,C03CA04,41781,Torasemide
