,ATC_Code,cids,Compound_Name,inchi_key,pert_id
504,C08EA01,3336,Fendiline,NMKSAYKQLCHXDK-UHFFFAOYSA-N,BRD-A71033472
505,C10AB05,3339,Fenofibrate,YMTINGFKWWXKFG-UHFFFAOYSA-N,BRD-K50388907
506,C01CA19,3341,Fenoldopam,TVURRHSHRRELCG-UHFFFAOYSA-N,BRD-A50684349
507,M01AE04,3342,Fenoprofen,RDJGLLICXDHJDY-UHFFFAOYSA-N,BRD-A81129465
508,G02CA03,3343,Fenoterol,LSLYOANBFKQKPT-UHFFFAOYSA-N,BRD-A97104540
509,R03BX01,3344,Fenspiride,FVNFBBAOMBJTST-UHFFFAOYSA-N,BRD-K26739552
510,R06AX26,3348,Fexofenadine,RWTNPBWLLIMQHL-UHFFFAOYSA-N,BRD-A73368467
511,N06BX05,3351,Fipexide,BFUJHVVEMMWLHC-UHFFFAOYSA-N,BRD-K37688416
512,G04BD02,3354,Flavoxate,SPIUTQOUKAMGCX-UHFFFAOYSA-N,BRD-K47639036
513,C01BC04,3356,Flecainide,DJBNUMBKLMJRSA-UHFFFAOYSA-N,BRD-A09472452
514,G02CA01,33572,Ritodrine,IOVGROKTTNBUGK-SJCJKPOMSA-N,BRD-K51465424
515,J01MA08,3357,Fleroxacin,XBJBPGROQZJDOJ-UHFFFAOYSA-N,BRD-K61717546
516,N02BG04,3360,Floctafenine,APQPGQGAWABJLN-UHFFFAOYSA-N,BRD-A23418262
517,J01CA04,33613,Amoxicillin,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,BRD-K55044200
518,C07AA06,33624,Timolol,BLJRIMJGRPQVNF-JTQLQIEISA-N,BRD-K08806317
519,C02CA02,33625,Indoramin,JXZZEXZZKAWDSP-UHFFFAOYSA-N,BRD-K76953762
520,N05AG03,33630,Penfluridol,MDLAAYDRRZXJIF-UHFFFAOYSA-N,BRD-K15409150
521,D01AC15,3365,Fluconazole,RFHAOTPXVQNOHP-UHFFFAOYSA-N,BRD-K05977355
522,D01AE21,3366,Flucytosine,XRECTZIEBJDKEO-UHFFFAOYSA-N,BRD-K82143716
523,M01AG03,3371,Flufenamic acid,LPEPZBJOKDYZAD-UHFFFAOYSA-N,BRD-K44067360
524,N05AB02,3372,Fluphenazine,PLDUPXSUYLZYBN-UHFFFAOYSA-N,BRD-K55127134
525,V03AB25,3373,Flumazenil,OFBIFZUFASYYRE-UHFFFAOYSA-N,BRD-K98769987
526,N02AX02,33741,Tramadol,TVYLLZQTGLZFBW-ZBFHGGJFSA-N,BRD-K04412738
527,J01MB07,3374,Flumequine,DPSPPJIUMHPXMA-UHFFFAOYSA-N,BRD-A69777949
528,L01BC02,3385,Fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,BRD-K24844714
529,N06AB03,3386,Fluoxetine,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,BRD-A31159102
530,R07AB07,33887,Almitrine,OBDOVFRMEYHSQB-UHFFFAOYSA-N,BRD-K82677201
531,D01AE12,338,Salicylic acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,BRD-K93632104
532,M01AE09,3394,Flurbiprofen,SYTBZMRGLBWNTM-UHFFFAOYSA-N,BRD-A86044036
533,N05AG01,3396,Fluspirilene,QOYHHIBFXOOADH-UHFFFAOYSA-N,BRD-K77947974
534,L02BB01,3397,Flutamide,MKXKFYHWDHIYRV-UHFFFAOYSA-N,BRD-K28307902
535,D01AC16,3401,Flutrimazole,QHMWCHQXCUNUAK-UHFFFAOYSA-N,BRD-A00218260
536,C04AE02,34040,Nicergoline,YSEXMKHXIOCEJA-FVFQAYNVSA-N,BRD-K76810206
537,V03AB34,3406,Fomepizole,RIKMMFOAQPJVMX-UHFFFAOYSA-N,BRD-K56810756
538,N03AF02,34312,Oxcarbazepine,CTRLABGOLIVAIY-UHFFFAOYSA-N,BRD-K04196797
539,C03CA01,3440,Furosemide,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,BRD-K78010432
540,N03AX12,3446,Gabapentin,UGJMXCAKCUNAIE-UHFFFAOYSA-N,BRD-K62737565
541,N06AG03,34521,Toloxatone,MXUNKHLAEDCYJL-UHFFFAOYSA-N,BRD-A67182178
542,C01BG01,34633,Moracizine,FUBVWMNBEHXPSU-UHFFFAOYSA-N,BRD-K21548250
543,C10AB04,3463,Gemfibrozil,HEMJJKBWTPKOJG-UHFFFAOYSA-N,BRD-K11129031
544,N02BG03,3474,Glafenine,GWOFUCIGLDBNKM-UHFFFAOYSA-N,BRD-A38076815
545,A10BB09,3475,Gliclazide,BOVGTQGAOIONJV-UHFFFAOYSA-N,BRD-A61154809
546,A10BB12,3476,Glimepiride,WIGIZIANZCJQQY-UHFFFAOYSA-N,BRD-K42693031
547,A10BB07,3478,Glipizide,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,BRD-K12219985
548,N06AA19,34870,Amineptine,ONNOFKFOZAJDHT-UHFFFAOYSA-N,BRD-K24219278
549,A10BB01,3488,Glibenclamide,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,BRD-K36927236
550,A03AB02,3494,Glycopyrronium bromide,ANGKOCUUWGHLCE-UHFFFAOYSA-N,BRD-A81233518
551,A04AA02,3510,Granisetron,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,BRD-A10967948
552,R05CA03,3516,Guaifenesin,HSRJKNPTNIJEKV-UHFFFAOYSA-N,BRD-A90515964
553,C02CC02,3518,Guanethidine,ACGDKVXYNVEAGU-UHFFFAOYSA-N,BRD-K62676709
554,C02AC02,3519,Guanfacine,INJOMKTZOLKMBF-UHFFFAOYSA-N,BRD-K32830106
555,J05AF01,35370,Zidovudine,HBOMLICNUCNMMY-XLPZGREQSA-N,BRD-K72903603
556,M02AA06,35375,Etofenamate,XILVEPYQJIOVNB-UHFFFAOYSA-N,BRD-K73541271
557,C04AX32,3547,Fasudil,NGOGFTYYXHNFQH-UHFFFAOYSA-N,BRD-K76617868
558,N05AD01,3559,Haloperidol,LNEPOXFFQSENCJ-UHFFFAOYSA-N,BRD-K67783091
559,D01AE11,3561,Haloprogin,CTETYYAZBPJBHE-UHFFFAOYSA-N,BRD-K13238168
560,P02CA05,35802,Flubendazole,CPEUVMUXAHMANV-UHFFFAOYSA-N,BRD-K86003836
561,C01DX08,3590,Heptaminol,LREQLEBVOXIEOM-UHFFFAOYSA-N,BRD-A32988684
562,D08AE01,3598,Hexachlorophene,ACGUYXCXAPNIKK-UHFFFAOYSA-N,BRD-K99792991
563,A01AB12,3607,Hexetidine,DTOUUUZOYKYHEP-UHFFFAOYSA-N,BRD-A18605525
564,R02AA12,3610,Hexylresorcinol,WFJIVOKAWHGMBH-UHFFFAOYSA-N,BRD-K99946902
565,J01GB01,36294,Tobramycin,NLVFBUXFDBBNBW-PBSUHMDJSA-N,BRD-K05619559
566,L01CD01,36314,Paclitaxel,RCINICONZNJXQF-MZXODVADSA-N,BRD-K62008436
567,N01AX07,36339,Etomidate,NPUKDXXFDDZOKR-UHFFFAOYSA-N,BRD-A54880345
568,C03AA03,3639,Hydrochlorothiazide,JZUFKLXOESDKRF-UHFFFAOYSA-N,BRD-K13078532
569,L01CB01,36462,Etoposide,VJJPUSNTGOMMGY-MRVIYFEKSA-N,BRD-K37798499
570,C03AA02,3647,Hydroflumethiazide,DMDGGSIALPNSEE-UHFFFAOYSA-N,BRD-K36862742
571,P01BA02,3652,Hydroxychloroquine,XXSMGPRMXLTPCZ-UHFFFAOYSA-N,BRD-A99117172
572,L01XX05,3657,Hydroxycarbamide,VSNHCAURESNICA-UHFFFAOYSA-N,BRD-K51747290
573,N05BB01,3658,Hydroxyzine,ZQDWXGKKHFNSQK-UHFFFAOYSA-N,BRD-A62428732
574,A03BA03,3661,Hyoscyamine,RKUNBYITZUJHSG-UHFFFAOYSA-N,BRD-A93739713
575,R03DC04,3671,Ibudilast,ZJVFLBOZORBYFE-UHFFFAOYSA-N,BRD-K16444452
576,C01EB16,3672,Ibuprofen,HEFNNWSXXWATRW-UHFFFAOYSA-N,BRD-A17655518
577,N06AF03,3675,Phenelzine,RMUCZJUITONUFY-UHFFFAOYSA-N,BRD-K87024524
578,C01BB01,3676,Lidocaine,NNJVILVZKWQKPM-UHFFFAOYSA-N,BRD-K52662033
579,C01CA11,3677,Mephentermine,RXQCGGRTAILOIN-UHFFFAOYSA-N,BRD-K18194590
580,A03AX08,3678,Alverine,ZPFXAOWNKLFJDN-UHFFFAOYSA-N,BRD-K89055274
581,C01CA07,36811,Dobutamine,JRWZLRBJNMZMFE-UHFFFAOYSA-N,BRD-A78322124
582,N06BX13,3686,Idebenone,JGPMMRGNQUBGND-UHFFFAOYSA-N,BRD-K37516142
583,C04AX28,3689,Ifenprodil,UYNVMODNBIQBMV-UHFFFAOYSA-N,BRD-A24191444
584,L01AA06,3690,Ifosfamide,HOMGKSMUEGBAAB-UHFFFAOYSA-N,BRD-A67097164
585,N06AA02,3696,Imipramine,BCGWQEUPMDMJNV-UHFFFAOYSA-N,BRD-K38436528
586,C01CE01,3698,Amrinone,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,BRD-K45924332
587,C03BA11,3702,Indapamide,NDDAHWYSQHTHNT-UHFFFAOYSA-N,BRD-A95869247
588,C01EB03,3715,Indometacin,CGIGDMFJXJATDK-UHFFFAOYSA-N,BRD-K57222227
589,M01AE10,3718,Indoprofen,RJMIEHBSYVWVIN-UHFFFAOYSA-N,BRD-A44090213
590,V08AB09,3724,Iodixanol,NBQNWMBBSKPBAY-UHFFFAOYSA-N,BRD-A08660406
591,G01AC01,3728,Diiodohydroxyquinoline,UXZFQZANDVDGMM-UHFFFAOYSA-N,BRD-K75855670
592,V08AB02,3730,Iohexol,NTHXOOBQLCIOLC-UHFFFAOYSA-N,BRD-A60217728
593,V08AC06,3735,Iopanoic acid,OIRFJRBSRORBCM-UHFFFAOYSA-N,BRD-A42628519
594,V08AB05,3736,Iopromide,DGAIEPBNLOQYER-UHFFFAOYSA-N,BRD-A72075775
595,P01BX01,37393,Halofantrine,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,BRD-A51964809
596,V08AC04,3739,Adipiodone,FFINMCNLQNTKLU-UHFFFAOYSA-N,BRD-K67261995
597,V08AB07,3741,Ioversol,AMDBBAQNWSUWGN-UHFFFAOYSA-N,BRD-A65818372
598,V08AB03,3742,Ioxaglic acid,TYYBFXNZMFNZJT-UHFFFAOYSA-N,BRD-K79124250
599,M05BX01,3747,Ipriflavone,SFBODOKJTYAUCM-UHFFFAOYSA-N,BRD-K93618743
600,N06AF05,3748,Iproniazide,NYMGNSNKLVNMIA-UHFFFAOYSA-N,BRD-K88568253
601,C09CA04,3749,Irbesartan,YOSHYTLCDANDAN-UHFFFAOYSA-N,BRD-K60038276
602,J05AP01,37542,Ribavirin,IWUCXVSUMQZMFG-AFCXAGJDSA-N,BRD-K60369935
603,N06AF01,3759,Isocarboxazid,XKFPYPQQHFEXRZ-UHFFFAOYSA-N,BRD-K93332168
604,D01AC05,3760,Isoconazole,MPIPASJGOJYODL-UHFFFAOYSA-N,BRD-A93353767
605,R03AC07,3762,Isoetarine,HUYWAWARQUIQLE-UHFFFAOYSA-N,BRD-A24587114
606,J04AC01,3767,Isoniazid,QRXWMOHMRWLFEY-UHFFFAOYSA-N,BRD-K87202646
607,D06AX12,37768,Amikacin,LKCWBDHBTVXHDL-RMDFUYIESA-N,BRD-K88043978
608,C01CA02,3779,Isoprenaline,JWZZKOKVBUJMES-UHFFFAOYSA-N,BRD-A04322457
609,C04AA01,3783,Isoxsuprine,BMUKKTUHUDJSNZ-UHFFFAOYSA-N,BRD-A74269027
610,C08CA03,3784,Isradipine,HMJIYCCIJYRONP-UHFFFAOYSA-N,BRD-A90799790
611,A03FA07,3792,Itopride,QQQIECGTIMUVDS-UHFFFAOYSA-N,BRD-K96740444
612,J02AC02,3793,Itraconazole,VHVPQPYKVGDNFY-UHFFFAOYSA-N,BRD-A34817987
613,C02KD01,3822,Ketanserin,FPCCSQOGAWCVBH-UHFFFAOYSA-N,BRD-K49671696
614,L01CA01,3823887,Vinblastine,JXLYSJRDGCGARV-UHFFFAOYSA-N,BRD-A85648045
615,D01AC08,3823,Ketoconazole,XMAYWYJOQHXEEK-UHFFFAOYSA-N,BRD-A76019558
616,M01AE03,3825,Ketoprofen,DKYWVDODHFEZIM-UHFFFAOYSA-N,BRD-A97739905
617,M01AB15,3826,Ketorolac,OZWKMVRBQXNZKK-UHFFFAOYSA-N,BRD-A40639672
618,R06AX17,3827,Ketotifen,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,BRD-K28936863
619,C03CC02,38409,Tienilic acid,AGHANLSBXUWXTB-UHFFFAOYSA-N,BRD-K34098590
620,C07AG01,3869,Labetalol,SGUAFYQXFOLMHL-UHFFFAOYSA-N,BRD-A07440155
621,L01XG01,387447,Bortezomib,GXJABQQUPOEUTA-RDJZCZTQSA-N,BRD-K88510285
622,N03AX09,3878,Lamotrigine,PYZRQGJRPPTADH-UHFFFAOYSA-N,BRD-K93460210
623,A02BC03,3883,Lansoprazole,MJIHNNLFOKEZEW-UHFFFAOYSA-N,BRD-A49172652
624,C02AB01,38853,Methyldopa (levorotatory),CJCSPKMFHVPWAR-JTQLQIEISA-N,BRD-K48578705
625,C01BB03,38945,Tocainide,BUJAGSGYPOAWEI-UHFFFAOYSA-N,BRD-A92670106
626,L04AA13,3899,Leflunomide,VHOGYURTWQBHIL-UHFFFAOYSA-N,BRD-K78692225
627,L02BG04,3902,Letrozole,HPJKCIUCZWXJDR-UHFFFAOYSA-N,BRD-K88789588
628,C10AB02,39042,Bezafibrate,IIBYAHWJQTYFKB-UHFFFAOYSA-N,BRD-K46018455
629,C07AA12,39147,Nadolol,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,BRD-A87606379
630,C05AE03,39186,Diltiazem,HSUGRBWQSSZJOP-RTWAWAEBSA-N,BRD-K24023109
631,J05AE03,392622,Ritonavir,NCDNCNXCDXHOMX-XGKFQTDJSA-N,BRD-K51485625
632,C08EX01,3926,Lidoflazine,ZBIAKUMOEKILTF-UHFFFAOYSA-N,BRD-K62996583
633,N06BX09,3932,Linopirdine,YEJCDKJIEMIWRQ-UHFFFAOYSA-N,BRD-K59332007
634,S01ED03,39468,Levobunolol,IXHBTMCLRNMKHZ-LBPRGKRZSA-N,BRD-K31812033
635,N06AA07,3947,Lofepramine,SAPNXPWPAUFAJU-UHFFFAOYSA-N,BRD-K82147103
636,J01MA07,3948,Lomefloxacin,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,BRD-A75850590
637,L01AD02,3950,Lomustine,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,BRD-K51768138
638,A07DA03,3955,Loperamide,RDOIQAHITMMDAJ-UHFFFAOYSA-N,BRD-K61250553
639,L01XX07,39562,Lonidamine,WDRYRZXSPDWGEB-UHFFFAOYSA-N,BRD-K78513633
640,R06AX13,3957,Loratadine,JCCNYMKQOSZNPW-UHFFFAOYSA-N,BRD-K82795137
641,N05BA06,3958,Lorazepam,DIWRORZWFLOCLC-UHFFFAOYSA-N,BRD-A11990600
642,C09CA01,3961,Losartan,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,BRD-K76205745
643,N05AH01,3964,Loxapine,XJGVXQDUIWGIRW-UHFFFAOYSA-N,BRD-K39915878
644,M03AC03,39765,Vecuronium,BGSZAXLLHYERSY-XQIGCQGXSA-N,BRD-K20168442
645,M01AE14,39912,Dexibuprofen,HEFNNWSXXWATRW-JTQLQIEISA-N,BRD-K14965640
646,D06BA03,3998,Mafenide,TYMRLRRVMHJFTF-UHFFFAOYSA-N,BRD-K30649484
647,P03AX03,4004,Malathion,JXSJBGJIGXNWCI-UHFFFAOYSA-N,BRD-A01976766
648,C08CA11,4008,Manidipine,ANEBWFXPVPTEET-UHFFFAOYSA-N,BRD-A90695733
649,N06AA21,4011,Maprotiline,QSLMDECMDJKHMQ-UHFFFAOYSA-N,BRD-K25433859
650,A08AA05,4020,Mazindol,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,BRD-A68464583
651,N07XX14,4021,Edaravone,QELUYTUMUWHWMC-UHFFFAOYSA-N,BRD-K35458079
652,P02CA01,4030,Mebendazole,OPXLLQIJSORQAM-UHFFFAOYSA-N,BRD-K77987382
653,A03AA04,4031,Mebeverine,VYVKHNNGDFVQGA-UHFFFAOYSA-N,BRD-A09467419
654,C02BB01,4032,Mecamylamine,IMYZQPCYWPFTAG-UHFFFAOYSA-N,BRD-A20119038
655,R06AE05,4034,Meclozine,OCJYIGYOJCODJL-UHFFFAOYSA-N,BRD-A50311610
656,M01AG04,4037,Meclofenamic acid,SBDNJUWAMKYJOX-UHFFFAOYSA-N,BRD-K50398167
657,N06BX01,4039,Meclofenoxate,XZTYGFHCIAKPGJ-UHFFFAOYSA-N,BRD-K10314788
658,M01AG01,4044,Mefenamic acid,HYYBABOKPJLUIN-UHFFFAOYSA-N,BRD-K92778217
659,P01BC02,4046,Mefloquine,XEEQGYMUWCZPDN-UHFFFAOYSA-N,BRD-A89585551
660,N06DX01,4054,Memantine,BUGYDGFZZOZRHP-UHFFFAOYSA-N,BRD-A79803969
661,B02BA02,4055,Menadione,MJVAVZPDRWSRRC-UHFFFAOYSA-N,BRD-K78126613
662,A03AB12,4057,Mepenzolate,GKNPSSNBBWDAGH-UHFFFAOYSA-N,BRD-A62421304
663,M03BX06,4059,Mephenesin,JWDYCNIAQWPBHD-UHFFFAOYSA-N,BRD-A55469827
664,N03AB04,4060,Mephenytoin,GMHKMTDVRCWUDX-UHFFFAOYSA-N,BRD-A83937277
665,N01BB03,4062,Mepivacaine,INWLQCZOYSRPNW-UHFFFAOYSA-N,BRD-A03216249
666,L04AX05,40632,Pirfenidone,ISWRGOKTTBVCFA-UHFFFAOYSA-N,BRD-K96862998
667,R06AD07,4066,Mequitazine,HOKDBMAJZXIPGC-UHFFFAOYSA-N,BRD-A67616246
668,P01BC02,40692,Mefloquine,XEEQGYMUWCZPDN-DOMZBBRYSA-N,BRD-K40645748
669,A07EC02,4075,Mesalazine,KBOPZPXVLCULAV-UHFFFAOYSA-N,BRD-K28849549
670,N05AC03,4078,Mesoridazine,SLVMESMUVMCQIY-UHFFFAOYSA-N,BRD-A14395271
671,L01CA03,40839,Vindesine,HHJUWIANJFBDHT-KOTLKJBCSA-N,BRD-K59753975
672,R03AB03,4086,Orciprenaline,LMOINURANNBYCM-UHFFFAOYSA-N,BRD-A07780951
673,A10BA02,4091,Metformin,XZWYZXLIPXDOLR-UHFFFAOYSA-N,BRD-K79602928
674,A03AB07,4097,Methantheline,GZHFODJQISUKAY-UHFFFAOYSA-N,BRD-K09859624
675,R06AC05,4098,Methapyrilene,HNJJXZKZRAWDPF-UHFFFAOYSA-N,BRD-K47323024
676,N03AA30,4099,Metharbital,FWJKNZONDWOGMI-UHFFFAOYSA-N,BRD-K88143662
677,S01EC05,4100,Methazolamide,FLOSMHQXBMRNHR-UHFFFAOYSA-N,BRD-K13356952
678,J01XX05,4101,Methenamine,VKYKSIONXSXAKP-UHFFFAOYSA-N,BRD-K30114692
679,N02AX05,41049,Meptazinol,JLICHNCFTLFZJN-UHFFFAOYSA-N,BRD-A02710418
680,M03BA03,4107,Methocarbamol,GNXFOGHNGIVQEH-UHFFFAOYSA-N,BRD-A31521121
681,D05AD02,4114,Methoxsalen,QXKHYNVANLEOEG-UHFFFAOYSA-N,BRD-K63430059
682,N02BG09,4116,Methoxyflurane,RFKMCNOHBTXSMU-UHFFFAOYSA-N,BRD-K06152156
683,N06BA04,4158,Methylphenidate,DUGOZIWVEXMGBE-UHFFFAOYSA-N,BRD-A19585813
684,C03BA09,4165,Meticrane,FNQQBFNIYODEMB-UHFFFAOYSA-N,BRD-K58265391
685,N04AA03,4167,Metixene,MJFJKKXQDNNUJF-UHFFFAOYSA-N,BRD-A33711280
686,P01AX11,41684,Nitazoxanide,YQNQNVDNTFHQSW-UHFFFAOYSA-N,BRD-K96471533
687,A03FA01,4168,Metoclopramide,TTWJBBZEZQICBI-UHFFFAOYSA-N,BRD-K75641298
688,N01AH03,41693,Sufentanil,GGCSSNBKKAUURC-UHFFFAOYSA-N,BRD-K21547160
689,C03BA08,4170,Metolazone,AQCHWTWZEMGIFD-UHFFFAOYSA-N,BRD-A61793559
690,C07AB02,4171,Metoprolol,IUBSYMUCCVWXPE-UHFFFAOYSA-N,BRD-A03623303
691,A01AB17,4173,Metronidazole,VAOCPAMSLUNLGC-UHFFFAOYSA-N,BRD-K52020312
692,V04CD01,4174,Metyrapone,FJLBFSROUSIWMA-UHFFFAOYSA-N,BRD-K46862739
693,A10BF01,41774,Acarbose,XUFXOAAUWZOOIT-UGEKTDRHSA-N,BRD-A16444946
694,C03CA04,41781,Torasemide,NGBFQHCMQULJNZ-UHFFFAOYSA-N,BRD-K30480208
695,C01BB02,4178,Mexiletine,VLPIATFUUWWMKC-UHFFFAOYSA-N,BRD-A64092382
696,N06AX03,4184,Mianserin,UEQUQVLFIPOEMF-UHFFFAOYSA-N,BRD-A19661776
697,L01DB03,41867,Epirubicin,AOJJSUZBOXZQNB-VTZDEGQISA-N,BRD-K04548931
698,A01AB09,4189,Miconazole,BYBLEWFAAKGYCD-UHFFFAOYSA-N,BRD-A82396632
699,N05CD08,4192,Midazolam,DDLIGBOFAVUZHB-UHFFFAOYSA-N,BRD-K00532621
700,C01CA17,4195,Midodrine,PTKSEFOSCHHMPD-UHFFFAOYSA-N,BRD-A79981887
701,C01CE02,4197,Milrinone,PZRHRDRVRGEVNW-UHFFFAOYSA-N,BRD-K67080878
702,N06AX07,4199,Minaprine,LDMWSLGGVTVJPG-UHFFFAOYSA-N,BRD-K02867583
703,J01DC09,42008,Cefmetazole,SNBUBQHDYVFSQF-HIFRSBDPSA-N,BRD-K48470486
704,N06AX11,4205,Mirtazapine,RONZAEMNMFQXRA-UHFFFAOYSA-N,BRD-A64977602
705,L01XX23,4211,Mitotane,JWBOIMRXGHLCPP-UHFFFAOYSA-N,BRD-A31204924
706,L01DB07,4212,Mitoxantrone,KKZJGLLVHKMTCM-UHFFFAOYSA-N,BRD-K21680192
707,N06AG02,4235,Moclobemide,YHXISWVBGDMDLQ-UHFFFAOYSA-N,BRD-K07237224
708,N06BA07,4236,Modafinil,YFGHCGITMMYXAQ-UHFFFAOYSA-N,BRD-A16332958
709,C01DX12,4238,Molsidomine,XLFWDASMENKTKL-UHFFFAOYSA-N,BRD-K35531059
710,C01DX12,4239,Molsidomine,XLFWDASMENKTKL-UHFFFAOYSA-O,BRD-K63861289
711,C04AX10,4260,Moxisylyte,VRYMTAVOXVTQEF-UHFFFAOYSA-N,BRD-K81144366
712,L01EC01,42611257,Vemurafenib,GPXBXXGIAQBQNI-UHFFFAOYSA-N,BRD-K56343971
713,L01XH05,4261,Entinostat,INVTYAOGFAGBOE-UHFFFAOYSA-N,BRD-K77908580
714,P03BX01,4284,Diethyltoluamide,MMOXZBCLCQITDF-UHFFFAOYSA-N,BRD-K94080537
715,L01DB06,42890,Idarubicin,XDXDZDZNSLXDNA-TZNDIEGXSA-N,BRD-K69650333
716,J01DC11,43507,Ceforanide,SLAYUXIURFNXPG-CRAIPNDOSA-N,BRD-K37848908
717,J01CA12,43672,Piperacillin,IVBHGBMCVLDMKU-GXNBUGAJSA-N,BRD-K86873305
718,A10BH01,4369359,Sitagliptin,MFFMDFFZMYYVKS-SECBINFHSA-N,BRD-K19416115
719,J01DC07,43708,Cefotiam,QYQDKDWGWDOFFU-IUODEOHRSA-N,BRD-K02275692
720,N06AB05,43815,Paroxetine,AHOUBRCZNHFOSL-YOEHRIQHSA-N,BRD-K37991163
721,C01CA03,439260,Norepinephrine,SFLSHLFXELFNJZ-QMMMGPOBSA-N,BRD-K87349682
722,C09AA01,44093,Captopril,FAKRSMQSSFJEIM-RQJHMYQMSA-N,BRD-K54529596
723,M01AX01,4409,Nabumetone,BLXXJMDCKKHMKV-UHFFFAOYSA-N,BRD-K65146499
724,C01BA01,441074,Quinidine,LOUPRKONTZGTKE-LHHVKLHASA-N,BRD-K59632282
725,C01BA01,441074,Quinidine,LOUPRKONTZGTKE-LHHVKLHASA-N,BRD-K70799801
726,D10AF05,4410,Nadifloxacin,JYJTVFIEFKZWCJ-UHFFFAOYSA-N,BRD-A24397426
727,C07AA17,44112,Bopindolol,UUOJIACWOAYWEZ-UHFFFAOYSA-N,BRD-A07563059
728,J01DH02,441130,Meropenem,DMJNNHOOLUXYBV-PQTSNVLCSA-N,BRD-K01612348
729,D01AA08,441140,Griseofulvin,DDUHZTYCFQRHIY-RBHXEPJQSA-N,BRD-K08273968
730,J01DC01,441199,Cefoxitin,WZOZEZRFJCJXNZ-ZBFHGGJFSA-N,BRD-K70976396
731,J05AE01,441243,Saquinavir,QWAXKHKRTORLEM-UGJKXSETSA-N,BRD-K09963420
732,L01CD01,441276,Paclitaxel,RCINICONZNJXQF-VAZQATRQSA-N,BRD-A28746609
733,M03AC01,441289,Pancuronium,GVEAYVLWDAFXET-XGHATYIMSA-N,BRD-K50817623
734,A10BF02,441314,Miglitol,IBAQFPQHRJAVAV-ULAWRXDQSA-N,BRD-K44779798
735,G01AG02,441383,Terconazole,BLSQLHNBWJLIBQ-OZXSUGGESA-N,BRD-K86204871
736,J01XX08,441401,Linezolid,TYZROVQLWOKYKF-ZDUSSCGKSA-N,BRD-K66876909
737,C04AX21,4417,Naftidrofuryl,KBAFPSLPKGSANY-UHFFFAOYSA-N,BRD-A67862938
738,C01AC03,441853,Cymarin,XQCGNURMLWFQJR-ZNDDOCHDSA-N,BRD-K08486545
739,J01DD12,44187,Cefoperazone,GCFBRXLSHGKWDP-XCGNWRKASA-N,BRD-K02292852
740,L04AA37,44205240,Baricitinib,XUZMWHLSFXCVMG-UHFFFAOYSA-N,BRD-K53581288
741,J01MB02,4421,Nalidixic acid,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,BRD-K47886988
742,C01BA13,442912,Hydroquinidine,LJOQGZACKSYWCH-NBGVHYBESA-N,BRD-A06390036
743,R01AA08,4436,Naphazoline,CNIIGCLFLJGOGP-UHFFFAOYSA-N,BRD-K77641333
744,C03DA04,443872,Eplerenone,JUKPWJGBANNWMW-VWBFHTRKSA-N,BRD-K19761926
745,C09AA14,443874,Temocapril,FIQOFIRCTOWDOW-BJLQDIEVSA-N,BRD-K10784860
746,G04BD07,443879,Tolterodine,OOGJQPCLVADCPB-HXUWFJFHSA-N,BRD-K54316499
747,D07AD02,443943,Halcinonide,MUQNGPZZQDCDFT-JNQJZLCISA-N,BRD-K81709173
748,V08AB01,443944,Metrizamide,BAQCROVBDNBEEB-UBYUBLNFSA-N,BRD-A45543382
749,N06BX18,443955,Vinpocetine,DDNCQMVWWZOMLN-IRLDBZIGSA-N,BRD-K53318339
750,A11CC03,443990,Alfacalcidol,OFHCOWSQAMBJIW-HBHUAMBYSA-N,BRD-K86284654
751,G03CX01,444008,Tibolone,WZDGZWOAQTVYBX-XOINTXKNSA-N,BRD-K10467831
752,G04BD10,444031,Darifenacin,HXGBXQDTNZMWGS-RUZDIDTESA-N,BRD-K95773607
753,A10BF01,444254,Acarbose,XUFXOAAUWZOOIT-SXARVLRPSA-N,BRD-K44276885
754,L01EC02,44462760,Dabrafenib,BFSMGDJOXZAERB-UHFFFAOYSA-N,BRD-K09951645
755,D10AD01,444795,Tretinoin,SHGAZHPCJJPHSC-YCNIQYBTSA-N,BRD-K71879491
756,N06AX06,4449,Nefazodone,VRBKIVRKKCLPHA-UHFFFAOYSA-N,BRD-K90789829
757,N06AX12,444,Bupropion,SNPPWIUOZRMYNY-UHFFFAOYSA-N,BRD-A05186015
